@RELATION	training4000

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Politics,583392414959673344,'european union fast facts: \n \n'
Politics,583392378263736320,'polls: jonathan an example to the world says eu - the european union (eu) observer mission for... #news #nigeria'
Politics,583392357648695296,'#jhonaiker european union fast facts: \n \n #jhonaiker'
Politics,583392318406828032,'european union fast facts'
Politics,583392291965902849,'european union fast facts:'
Politics,583392289348722689,'european union fast facts: \n \n'
Politics,583392282881073152,'european union fast facts'
Politics,583392276736561153,'new post: \"european union fast facts\"'
Politics,583392266347220994,'britain and the european union: the brexit dilemma'
Politics,583392215868669952,'european union fast facts |'
Politics,583391047583039488,'president jonathan had a closed door meeting with members of the european union observersã¢â‚¬â¦'
Politics,583390245762281472,'new: european union fast facts [link removed] #follow ([link removed])'
Politics,583390005357187072,'president jonathan had a closed door meeting with members of the european union observers group at the president...'
Politics,583389794916372481,'european union fast facts: the new members are poland the czech republic slovakia cyprus estonia hungary...'
Politics,583389403667505155,'european union fast facts'
Politics,583389358381637634,'european union fast facts: the new members are poland the czech republic slovakia cyprus estonia hungary...'
Politics,583389358381637633,'european union fast facts: january-june 2018 bulgaria: july-december 2018 austria: january-june 2019 romania: ...'
Social,583389262592258048,'@athe1stp0wer love multiculturalism. loathe european union fascists.'
Politics,583389149287198720,'european union fast facts'
Politics,583388898857848832,'#news #mostrecent european union fast facts via @cnn'
Politics,583388420019326976,'greek bailout deal by april-end: european union'
Politics,583388152976445440,'european union fast facts: june 25 2013 - the european union agrees to a new round of membership negotiations...'
Social,583387081679892481,'war in yemen is having an alarming impact on civilians the european union said condemning attacks on hospitals schools and homes.'
Economy,583386493835575296,'council of the european union: stop eu funding of eritreaã¢â‚¬â„¢s repressive regime \nthe root cause of refu... via @change'
Politics,583385715532255232,'eu suggests imposition of sanctions on israel over settlements\n\nbrussels press tv - the european union has...'
Social,583385706195644416,'third-party player ownership goes before european commission: uefa and world players union fifpro have asked ...'
Politics,583384815086489600,'splashnaija: jonathan an example to the world -- european union'
Politics,583384770375192577,'splashnaija: jonathan an example to the world -- european union'
Politics,583383722927480832,'splashnaija: jonathan an example to the world -- european union'
Politics,583383663741652992,'splashnaija: jonathan an example to the world -- european union'
Technology,583383612847878144,'social media news: a new study that looked into facebookã¢â‚¬â„¢s privacy practices in the european union reveals thatã¢â‚¬â¦'
Politics,583383439811813376,'pls president jonathan had a closed door meeting with members of the european union obse... #endorsed_amebor'
Politics,583383107404972032,'ã¢â‚¬å“the hellenic republic considers itself to be a proud and indefeasible member of the european union and an irrevocable member of the ez.ã¢â‚¬?'
Social,583382585356718080,'ebu day: music for holy week ian skelly presents the european broadcasting unions annual day of...'
Economy,583382254572978176,'access investments-european union- romania: the european central bank is set to tighten the no...'
Economy,583381993259458561,'the european union ban on trade in products of seal murder has already saved more than one million baby seals x ..'
Politics,583381592174915584,'jonathan a rare gem an example to the world -- european union'
Politics,583381414336466944,'jonathan an example to the world -- european union'
Economy,583381401866735616,'the elimination of @milk quotas in the european union has sparked protests in many @eu countries.'
Social,583381279023996930,'countering violent extremism in the united states and the european union april 9-10 at the university of pittsburgh'
Politics,583381263173726208,'\"@lazywrita: jonathan an example to the world -- european union'
Politics,583381181699395584,'#gejismyhero @channelstv: european union commends jonathan for saving nigeria from chaos \"'
Politics,583381170886438912,'european union congratulates president jonathan for accepting defeat and confesses the world didnt expect a peaceful election in nigeria'
Technology,583380994713104384,'in the european union data protection is considered a fundamental right.'
Economy,583380645759430656,'european union pledges 1.1 billion euros in aid to syria - christiantoday'
Politics,583380573756002304,'jonathan an example to the world -- european union'
Politics,583380008732925952,'jonathan an example to the world -- european union'
Politics,583380008720273408,'jonathan an example to the world -- european union'
Politics,583380008711938048,'jonathan an example to the world -- european union'
Politics,583379831750045696,'mqm parliamentarians visit counterparts in the european union'
Social,583378492798169088,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #whistleblowerkids\n\n#ge15'
Politics,583377707339255808,'poll: do you think the uk should leave the european union? #ukip'
